Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
T-shirt,10,10,0,1.5366666666666666,0.10111610000603832,,,,,,,,,,,,0,10,10,7,,,,,2.775241499999538,,2.7602496999897994,2.775241499999538,2.775241499999538,2.8745927999843843,1.5366666666666666,0.10111610000603832,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Poster,11,11,0,1.5366666666666666,0.11324599999352358,,,,,,,,,,,,0,11,11,14,,,,,2.892993799992837,,2.87970459999633,2.892993799992837,2.892993799992837,3.0051418999792077,1.5366666666666666,0.11324599999352358,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
cushion,12,12,0,1.5366666666666666,0.09549649999826215,,,,,,,,,,,,0,12,12,1,,,,,3.0201903999841306,,3.0095977999735624,3.0201903999841306,3.0201903999841306,3.1207778999814764,1.5366666666666666,0.09549649999826215,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
mouse,13,13,0,1.5366666666666666,0.09995780000463128,,,,,,,,,,,,0,13,13,8,,,,,3.1366503999743145,,3.1239903999958187,3.1366503999743145,3.1366503999743145,3.237016799976118,1.5366666666666666,0.09995780000463128,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Police,14,14,0,1.5366666666666666,0.1153047000116203,,,,,,,,,,,,0,14,14,12,,,,,3.253385199990589,,3.240339199983282,3.253385199990589,3.253385199990589,3.371743299998343,1.5366666666666666,0.1153047000116203,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Laptop,15,0,1,1.5366666666666666,0.10279170001740567,,,,,,,,,,,,1,0,15,5,,,,,3.3863253999734297,,3.3747550999978557,3.3863253999734297,3.3863253999734297,3.488529900001595,1.5366666666666666,0.10279170001740567,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Poster,16,1,1,1.5366666666666666,0.11484500000369735,,,,,,,,,,,,1,1,16,14,,,,,3.5029442999802995,,3.492384699988179,3.5029442999802995,3.5029442999802995,3.6209694999852218,1.5366666666666666,0.11484500000369735,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
cushion,17,2,1,1.5366666666666666,0.1135078999795951,,,,,,,,,,,,1,2,17,1,,,,,3.6361545999825466,,3.624819099990418,3.6361545999825466,3.6361545999825466,3.7559180999815,1.5366666666666666,0.1135078999795951,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
T-shirt,18,3,1,1.5366666666666666,0.09697460001916625,,,,,,,,,,,,1,3,18,7,,,,,3.769818499975372,,3.7594909999752417,3.769818499975372,3.769818499975372,3.8691525999747682,1.5366666666666666,0.09697460001916625,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Pastry,19,4,1,1.5366666666666666,0.1154382000095211,,,,,,,,,,,,1,4,19,9,,,,,3.8849488999985624,,3.871348999993643,3.8849488999985624,3.8849488999985624,4.0039284999947995,1.5366666666666666,0.1154382000095211,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Cruise,20,5,1,1.5366666666666666,0.09868389999610372,,,,,,,,,,,,1,5,20,11,,,,,4.018126299983123,,4.007782000000589,4.018126299983123,4.018126299983123,4.12014229997294,1.5366666666666666,0.09868389999610372,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Chart,21,6,1,1.5366666666666666,0.10016659999382682,,,,,,,,,,,,1,6,21,6,,,,,4.136070699983975,,4.122302499978105,4.136070699983975,4.136070699983975,4.237174099980621,1.5366666666666666,0.10016659999382682,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Case,22,7,1,1.5366666666666666,0.11879909998970106,,,,,,,,,,,,1,7,22,10,,,,,4.252757499984,,4.239840499998536,4.252757499984,4.252757499984,4.3707104999921285,1.5366666666666666,0.11879909998970106,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
phone,23,8,1,1.5366666666666666,0.09947409998858348,,,,,,,,,,,,1,8,23,2,,,,,4.386691899999278,,4.373072799993679,4.386691899999278,4.386691899999278,4.487558099994203,1.5366666666666666,0.09947409998858348,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
board,24,9,1,1.5366666666666666,0.11337219999404624,,,,,,,,,,,,1,9,24,4,,,,,4.502871299977414,,4.491486499988241,4.502871299977414,4.502871299977414,4.621254199999385,1.5366666666666666,0.11337219999404624,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
marble,25,10,1,1.5366666666666666,0.09925290002138354,,,,,,,,,,,,1,10,25,3,,,,,4.63629639998544,,4.624527799984207,4.63629639998544,4.63629639998544,4.737093599978834,1.5366666666666666,0.09925290002138354,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
book,26,11,1,1.5366666666666666,0.1181157999963034,,,,,,,,,,,,1,11,26,0,,,,,4.754066199995577,,4.739898299972992,4.754066199995577,4.754066199995577,4.8706877999939024,1.5366666666666666,0.1181157999963034,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Keys,27,12,1,1.5366666666666666,0.11512780000339262,,,,,,,,,,,,1,12,27,13,,,,,4.886363099998562,,4.873299300001236,4.886363099998562,4.886363099998562,5.005902999982936,1.5366666666666666,0.11512780000339262,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
mouse,28,13,1,1.5366666666666666,0.09792189998552203,,,,,,,,,,,,1,13,28,8,,,,,5.021800299989991,,5.011958199989749,5.021800299989991,5.021800299989991,5.122961999994004,1.5366666666666666,0.09792189998552203,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Police,29,14,1,1.5366666666666666,0.11209169999347068,,,,,,,,,,,,1,14,29,12,,,,,5.136057999974582,,5.126430199976312,5.136057999974582,5.136057999974582,5.25542519998271,1.5366666666666666,0.11209169999347068,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
marble,30,0,2,1.5366666666666666,0.09435599998687394,,,,,,,,,,,,2,0,30,3,,,,,5.269523199996911,,5.260316499974579,5.269523199996911,5.269523199996911,5.371520399989095,1.5366666666666666,0.09435599998687394,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
T-shirt,31,1,2,1.5366666666666666,0.099611100013135,,,,,,,,,,,,2,1,31,7,,,,,5.386105299985502,,5.376047799974913,5.386105299985502,5.386105299985502,5.488272799993865,1.5366666666666666,0.099611100013135,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Case,32,2,2,1.5366666666666666,0.11369440000271425,,,,,,,,,,,,2,2,32,10,,,,,5.51075960000162,,5.493108900001971,5.51075960000162,5.51075960000162,5.621334800001932,1.5366666666666666,0.11369440000271425,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Pastry,33,3,2,1.5366666666666666,0.09807500001625158,,,,,,,,,,,,2,3,33,9,,,,,5.636587799992412,,5.62422489997698,5.636587799992412,5.636587799992412,5.737544199975673,1.5366666666666666,0.09807500001625158,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Laptop,34,4,2,1.5366666666666666,0.11490700001013465,,,,,,,,,,,,2,4,34,5,,,,,5.752892099990277,,5.7402914999984205,5.752892099990277,5.752892099990277,5.871323999977903,1.5366666666666666,0.11490700001013465,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Keys,35,5,2,1.5366666666666666,0.09669380000559613,,,,,,,,,,,,2,5,35,13,,,,,5.8870882999908645,,5.877469699975336,5.8870882999908645,5.8870882999908645,5.986895399983041,1.5366666666666666,0.09669380000559613,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
phone,36,6,2,1.5366666666666666,0.11440540000330657,,,,,,,,,,,,2,6,36,2,,,,,6.002858599997126,,5.99040260000038,6.002858599997126,6.002858599997126,6.121358899981715,1.5366666666666666,0.11440540000330657,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
board,37,7,2,1.5366666666666666,0.09988299998803996,,,,,,,,,,,,2,7,37,4,,,,,6.139085799979512,,6.125496499997098,6.139085799979512,6.139085799979512,6.237078099977225,1.5366666666666666,0.09988299998803996,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Cruise,38,8,2,1.5366666666666666,0.1146798999980092,,,,,,,,,,,,2,8,38,11,,,,,6.252762399992207,,6.239964199980022,6.252762399992207,6.252762399992207,6.371806099981768,1.5366666666666666,0.1146798999980092,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
book,39,9,2,1.5366666666666666,0.09894950001034886,,,,,,,,,,,,2,9,39,0,,,,,6.387135400000261,,6.376225899992278,6.387135400000261,6.387135400000261,6.487335999991046,1.5366666666666666,0.09894950001034886,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
cushion,40,10,2,1.5366666666666666,0.11452860001008958,,,,,,,,,,,,2,10,40,1,,,,,6.502831199992215,,6.491601899993839,6.502831199992215,6.502831199992215,6.621055700001307,1.5366666666666666,0.11452860001008958,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Chart,41,11,2,1.5366666666666666,0.10223049999331124,,,,,,,,,,,,2,11,41,6,,,,,6.636274499993306,,6.623186599987093,6.636274499993306,6.636274499993306,6.737193799985107,1.5366666666666666,0.10223049999331124,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Police,42,12,2,1.5366666666666666,0.11349379998864606,,,,,,,,,,,,2,12,42,12,,,,,6.752664499974344,,6.741010500001721,6.752664499974344,6.752664499974344,6.870953399979044,1.5366666666666666,0.11349379998864606,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
mouse,43,13,2,1.5366666666666666,0.10094350000144914,,,,,,,,,,,,2,13,43,8,,,,,6.886639999982435,,6.873607299989089,6.886639999982435,6.886639999982435,6.987075899989577,1.5366666666666666,0.10094350000144914,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Poster,44,14,2,1.5366666666666666,0.11412299997755326,,,,,,,,,,,,2,14,44,14,,,,,7.002532499987865,,6.990255599986995,7.002532499987865,7.002532499987865,7.12091810000129,1.5366666666666666,0.11412299997755326,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Case,45,0,3,1.5366666666666666,0.1000149000028614,,,,,,,,,,,,3,0,45,10,,,,,7.137536099995486,,7.123170599981677,7.137536099995486,7.137536099995486,7.237007299991092,1.5366666666666666,0.1000149000028614,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Poster,46,1,3,1.5366666666666666,0.11317379999672994,,,,,,,,,,,,3,1,46,14,,,,,7.252751399995759,,7.241109399998095,7.252751399995759,7.252751399995759,7.371143299998948,1.5366666666666666,0.11317379999672994,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Laptop,47,2,3,1.5366666666666666,0.09835559999919496,,,,,,,,,,,,3,2,47,5,,,,,7.386417799978517,,7.375591999996686,7.386417799978517,7.386417799978517,7.487121699989075,1.5366666666666666,0.09835559999919496,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
T-shirt,48,3,3,1.5366666666666666,0.11438860002090223,,,,,,,,,,,,3,3,48,7,,,,,7.502945599990198,,7.490401499992004,7.502945599990198,7.502945599990198,7.621586299996125,1.5366666666666666,0.11438860002090223,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
cushion,49,4,3,1.5366666666666666,0.09912520000943914,,,,,,,,,,,,3,4,49,1,,,,,7.636039599979995,,7.626176299992949,7.636039599979995,7.636039599979995,7.73727339998004,1.5366666666666666,0.09912520000943914,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Keys,50,5,3,1.5366666666666666,0.13326089998008683,,,,,,,,,,,,3,5,50,13,,,,,7.752682399994228,,7.7406290999788325,7.752682399994228,7.752682399994228,7.887509099993622,1.5366666666666666,0.13326089998008683,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
marble,51,6,3,1.5366666666666666,0.0986648999969475,,,,,,,,,,,,3,6,51,3,,,,,7.9028040999837685,,7.8929938999935985,7.9028040999837685,7.9028040999837685,8.004108199995244,1.5366666666666666,0.0986648999969475,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
book,52,7,3,1.5366666666666666,0.11299349999171682,,,,,,,,,,,,3,7,52,0,,,,,8.019858099985868,,8.007397799985483,8.019858099985868,8.019858099985868,8.136585299973376,1.5366666666666666,0.11299349999171682,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
phone,53,8,3,1.5366666666666666,0.10482179999235086,,,,,,,,,,,,3,8,53,2,,,,,8.151984999974957,,8.141416400001617,8.151984999974957,8.151984999974957,8.264320799993584,1.5366666666666666,0.10482179999235086,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Chart,54,9,3,1.5366666666666666,0.1074730999825988,,,,,,,,,,,,3,9,54,6,,,,,8.281316399981733,,8.26965009997366,8.281316399981733,8.281316399981733,8.386882099992363,1.5366666666666666,0.1074730999825988,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
mouse,55,10,3,1.5366666666666666,0.11831280001206324,,,,,,,,,,,,3,10,55,8,,,,,8.402850499987835,,8.38981279998552,8.402850499987835,8.402850499987835,8.520574499998474,1.5366666666666666,0.11831280001206324,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Police,56,11,3,1.5366666666666666,0.11421270002028905,,,,,,,,,,,,3,11,56,12,,,,,8.535926399985328,,8.524085799988825,8.535926399985328,8.535926399985328,8.654912799975136,1.5366666666666666,0.11421270002028905,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
board,57,12,3,1.5366666666666666,0.11316720000468194,,,,,,,,,,,,3,12,57,4,,,,,8.669687799992971,,8.658302099996945,8.669687799992971,8.669687799992971,8.787084499985212,1.5366666666666666,0.11316720000468194,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Pastry,58,13,3,1.5366666666666666,0.11542090002330951,,,,,,,,,,,,3,13,58,9,,,,,8.802612499974202,,8.790437199990265,8.802612499974202,8.802612499974202,8.921419499994954,1.5366666666666666,0.11542090002330951,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Cruise,59,14,3,1.5366666666666666,0.10103350001736544,,,,,,,,,,,,3,14,59,11,,,,,8.936139199999161,,8.924878999998327,8.936139199999161,8.936139199999161,9.037289299973054,1.5366666666666666,0.10103350001736544,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
board,60,0,4,1.5366666666666666,0.09966800000984222,,,,,,,,,,,,4,0,60,4,,,,,9.052702099987073,,9.041151599987643,9.052702099987073,9.052702099987073,9.154947499977425,1.5366666666666666,0.09966800000984222,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
mouse,61,1,4,1.5366666666666666,0.11078360001556575,,,,,,,,,,,,4,1,61,8,,,,,9.16909479998867,,9.15993189997971,9.16909479998867,9.16909479998867,9.288127599982545,1.5366666666666666,0.11078360001556575,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
book,62,2,4,1.5366666666666666,0.11390339999343269,,,,,,,,,,,,4,2,62,0,,,,,9.302572499989765,,9.293540599988773,9.302572499989765,9.302572499989765,9.421211199980462,1.5366666666666666,0.11390339999343269,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Police,63,3,4,1.5366666666666666,0.11273009999422356,,,,,,,,,,,,4,3,63,12,,,,,9.435867299995152,,9.424272599979304,9.435867299995152,9.435867299995152,9.554489399975864,1.5366666666666666,0.11273009999422356,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Keys,64,4,4,1.5366666666666666,0.0937489999923855,,,,,,,,,,,,4,4,64,13,,,,,9.570069299981697,,9.560809799993876,9.570069299981697,9.570069299981697,9.670864899992011,1.5366666666666666,0.0937489999923855,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
Cruise,65,5,4,1.5366666666666666,0.09860699999262579,,,,,,,,,,,,4,5,65,11,,,,,9.685922699980438,,9.674395199981518,9.685922699980438,9.685922699980438,9.787285899976268,1.5366666666666666,0.09860699999262579,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
T-shirt,66,6,4,1.5366666666666666,0.11754589999327436,,,,,,,,,,,,4,6,66,7,,,,,9.802671999990707,,9.790923499997007,9.802671999990707,9.802671999990707,9.920437699998729,1.5366666666666666,0.11754589999327436,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
marble,67,7,4,1.5366666666666666,0.11441349997767247,,,,,,,,,,,,4,7,67,3,,,,,9.935951299994485,,9.92345609999029,9.935951299994485,9.935951299994485,10.05343709999579,1.5366666666666666,0.11441349997767247,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
cushion,68,8,4,1.5366666666666666,0.08636200000182725,,,,,,,,,,,,4,8,68,1,,,,,10.070350199996028,,10.056103599985363,10.070350199996028,10.070350199996028,10.154128999973182,1.5366666666666666,0.08636200000182725,,,,,,,,,,,,,,,,,4,001,2025-10-16_12h59.51.565,priming_exp,,2025.1.1,60.00765697944809,2025-10-16 13h00.03.162437 +0530,
